Title,Year,Target Age >,IMDb,Netflix,Hulu,Prime Video,Disney+
Arifureta: From Commonplace to World's Strongest,2019,16.0,6.5,0,1,0,0
No Activity,2017,18.0,6.7,0,1,0,0
Little Women: LA,2014,16.0,5.4,0,1,1,0
Hetalia,2009,18.0,7.4,0,1,0,0
Attack on Titan: Junior High,2015,16.0,6.6,0,1,0,0
Hangin' with Mr. Cooper,1992,7.0,6.4,0,1,0,0
The F Word,2005,18.0,6.9,0,1,0,0
Jersey Shore,2009,16.0,3.6,0,1,0,0
The Commish,1991,16.0,7.1,0,1,0,0
Absolute Duo,2015,18.0,6.5,0,1,0,0
Prey,2014,16.0,7.2,0,1,0,0
The Bachelor Presents: Listen to Your Heart,2020,16.0,5.2,0,1,0,0
Rick Steves' Europe,2000,0.0,8.4,0,1,1,0
Baka and Test: Summon the Beasts,2010,7.0,7.4,0,1,0,0
Vanished,2006,18.0,7.0,0,1,0,0
The Circus,2016,16.0,7.1,0,1,0,0
Angels of Death,2018,18.0,6.4,0,1,0,0
Black Cat,2005,16.0,7.1,0,1,0,0
The Great Food Truck Race,2010,0.0,6.6,0,1,0,0
Hollyoaks,1995,16.0,4.7,0,1,0,0
Blood-C,2011,18.0,6.3,0,1,0,0
Upper Middle Bogan,2013,16.0,7.9,0,1,0,0
"Nicky, Ricky, Dicky & Dawn",2014,0.0,5.1,0,1,0,0
The New Woody Woodpecker Show,1999,0.0,6.5,0,1,0,0
What Would You Do?,2008,7.0,7.2,0,1,0,0
Getting On,2009,16.0,8.1,0,1,0,0
The Lucy Show,1962,7.0,7.2,0,1,0,0
Big Windup!,2007,7.0,7.6,0,1,0,0
Love & Hip Hop Hollywood,2014,16.0,5.2,0,1,0,0
VanDread,2000,16.0,7.1,0,1,0,0
The Weekly,2019,18.0,6.5,0,1,0,0
Princess Tutu,2002,16.0,8.1,0,1,1,0
Plunderer,2020,16.0,6.2,0,1,0,0
Second chance,2005,7.0,6.9,0,1,0,0
Born This Way,2015,7.0,8.3,0,1,0,0
F*ck That's Delicious,2016,18.0,8.0,0,1,0,0
Unikitty,2017,7.0,5.7,0,1,0,0
Abandoned,2016,16.0,8.4,0,1,0,0
I Am Frankie,2017,0.0,6.1,0,1,0,0
Fashion House,2006,18.0,6.5,0,1,0,0
Kids Baking Championship,2015,0.0,7.0,0,1,0,0
Bizarre Foods with Andrew Zimmern,2006,7.0,7.8,0,1,0,0
Young Hercules,1998,7.0,5.8,0,1,0,0
Little Big Shots,2016,0.0,7.2,0,1,0,0
Unusual Suspects,2010,16.0,7.6,0,1,0,0
Bless the Harts,2019,16.0,4.9,0,1,0,0
Jimmy Kimmel Live!,2003,16.0,6.6,0,1,0,0
The Little Couple,2009,0.0,6.8,0,1,0,0
Extreme Ghostbusters,1997,7.0,6.9,0,1,0,0
Marriage Boot Camp: Reality Stars,2014,16.0,4.5,0,1,0,0
Cold Squad,1998,16.0,6.9,0,1,1,0
Space Brothers,2012,16.0,8.1,0,1,0,0
The Real Housewives of Orange County,2006,16.0,4.1,0,1,0,0
Corpse Princess,2008,7.0,6.9,0,1,0,0
Genius Junior,2018,0.0,7.5,0,1,0,0
Astra Lost in Space,2019,16.0,8.0,0,1,0,0
Obsession: Dark Desires,2014,16.0,7.4,0,1,0,0
Hakuoki -Demon Of The Fleeting Blossom-,2010,18.0,7.4,0,1,0,0
Webster,1983,0.0,5.7,0,1,0,0
Ellen's Game of Games,2017,7.0,5.6,0,1,0,0
Diesel Brothers,2016,16.0,6.6,0,1,0,0
Feed the Beast,2016,16.0,6.7,0,1,0,0
Handy Manny,2006,0.0,5.5,0,1,0,1
Amagi Brilliant Park,2014,16.0,7.0,0,1,0,0
Coupling,2000,7.0,3.6,0,1,0,0
Treehouse Masters,2013,7.0,7.3,0,1,0,0
My Favorite Martian,1963,0.0,7.3,0,1,0,0
The Strange Calls,2012,18.0,7.4,0,1,0,0
Are You Smarter Than a 5th Grader?,2007,7.0,4.9,0,1,0,0
Monster Rancher,1999,7.0,7.1,0,1,1,0
Yu-Gi-Oh! 5D's,2008,0.0,6.7,0,1,1,0
Alvinnn!!! and The Chipmunks,2015,7.0,4.5,0,1,0,0
Little Women: Atlanta,2016,16.0,5.1,0,1,0,0
Beat Bobby Flay,2014,0.0,6.3,0,1,0,0
Saints & Sinners,2016,16.0,7.3,0,1,0,0
Ask This Old House,2002,0.0,7.6,0,1,0,0
The Dude Perfect Show,2016,7.0,6.6,0,1,0,0
頭文字D First Stage,1998,7.0,8.4,0,1,0,0
Bong Appétit,2016,16.0,8.0,0,1,0,0
Watch Over Me,2006,16.0,6.4,0,1,0,0
Seed,2013,18.0,5.6,0,1,0,0
Black Blood Brothers,2006,16.0,7.1,0,1,0,0
Heartstrings,2011,16.0,7.2,0,1,0,0
Tiger & Bunny,2011,16.0,7.4,0,1,0,0
Behind Bars: Rookie Year,2015,16.0,7.7,0,1,0,0
The Wall,2016,7.0,6.0,0,1,0,0
Flip or Flop,2013,0.0,6.1,0,1,0,0
Insane Pools: Off the Deep End,2015,7.0,7.2,0,1,0,0
Sin tetas no hay paraíso,2008,18.0,5.6,0,1,0,0
Aria the Scarlet Ammo,2011,16.0,6.8,0,1,0,0
The Gumby Show,1955,0.0,7.0,0,1,1,0
Witchblade,2006,18.0,7.2,0,1,0,0
Madeline,1993,0.0,6.9,0,1,1,0
The Romeo Section,2015,16.0,6.9,0,1,0,0
The Wallflower,2006,16.0,7.5,0,1,0,0
Little Mosque on the Prairie,2007,7.0,5.6,0,1,0,0
Curiosity,2011,16.0,7.8,0,1,1,0
Who Wants to Be a Millionaire,2020,16.0,6.1,0,1,0,0
Anyone But Me,2009,16.0,7.1,0,1,1,0
Matador,2014,16.0,5.7,0,1,0,0
Threesome,2011,18.0,7.6,0,1,0,0
Kung Fu Panda: Legends of Awesomeness,2011,7.0,6.1,0,1,0,0
Conviction,2006,16.0,7.0,0,1,0,0
High School USA!,2013,18.0,6.4,0,1,0,0
Cults and Extreme Belief,2018,16.0,7.7,0,1,0,0
NASA's Unexplained Files,2012,0.0,6.7,0,1,0,0
Sister Wives,2010,16.0,4.3,0,1,0,0
Hunderby,2012,16.0,7.4,0,1,0,0
I Am Jazz,2015,7.0,4.1,0,1,0,0
StarTalk with Neil deGrasse Tyson,2015,0.0,7.8,0,1,1,0
Flying Witch,2016,0.0,7.2,0,1,0,0
Flea Market Flip,2012,0.0,6.6,0,1,0,0
No Activity,2015,18.0,7.9,0,1,0,0
The First 48 Presents: Homicide Squad Atlanta,2019,16.0,8.5,0,1,1,0
The Hotwives of Orlando,2014,16.0,7.4,0,1,0,0
T.U.F.F. Puppy,2010,7.0,5.6,0,1,0,0
Sherman's Showcase,2019,18.0,5.4,0,1,0,0
Wild Things with Dominic Monaghan,2013,16.0,8.4,0,1,0,0
The Gong Show,1976,7.0,7.0,0,1,0,0
The Murder of Laci Peterson,2017,16.0,7.4,0,1,0,0
Casey Anthony: An American Murder Mystery,2017,16.0,7.2,0,1,0,0
Cake,2019,18.0,6.0,0,1,0,0
Murder in the Heartland,2017,16.0,7.8,0,1,0,0
My Strange Addiction,2010,16.0,5.7,0,1,0,0
Food Network Star,2005,7.0,6.3,0,1,0,0
Dream Corp LLC,2016,16.0,7.1,0,1,0,0
Astroblast!,2014,0.0,6.7,0,1,0,0
Here's Lucy,1968,0.0,6.9,0,1,1,0
Too Cute,2011,7.0,8.5,0,1,0,0
Holiday Baking Championship,2014,0.0,7.5,0,1,0,0
Senryu Girl,2019,7.0,7.0,0,1,0,0
Flirty Dancing,2019,7.0,6.6,0,1,0,0
Hidden Potential,2018,7.0,7.3,0,1,0,0
Our Cartoon President,2018,18.0,5.1,0,1,0,0
Cupcake Wars,2010,0.0,5.8,0,1,0,0
Brothers Conflict,2013,16.0,6.1,0,1,0,0
Dancing with the Stars,2005,7.0,4.4,0,1,0,0
Lucas Bros Moving Co,2013,18.0,7.0,0,1,0,0
Harvey Beaks,2015,7.0,7.0,0,1,0,0
Who The (Bleep) Did I Marry?,2010,7.0,6.6,0,1,0,0
Brave 10,2012,7.0,6.6,0,1,0,0
Mischief of the Gods,2014,16.0,7.2,0,1,0,0
Beautiful Bones: Sakurako’s Investigation,2015,18.0,6.9,0,1,0,0
Nightmare Next Door,2011,16.0,7.1,0,1,0,0
Food Paradise,2007,0.0,8.0,0,1,0,0
The Ambition of Oda Nobuna,2012,16.0,6.5,0,1,0,0
Dagashi Kashi,2016,16.0,6.2,0,1,0,0
Blade Dance of Elementalers,2014,16.0,6.7,0,1,0,0
Caillou,1998,0.0,4.1,0,1,1,0
Caribbean Life,2014,0.0,6.7,0,1,0,0
Indebted,2020,16.0,4.3,0,1,0,0
Long Island Medium,2011,7.0,4.8,0,1,0,0
Kino's Journey: The Beautiful World - The Animated Series,2017,18.0,7.1,0,1,0,0
Broken Angel,2013,7.0,7.1,0,1,0,0
Victoria's Secret Fashion Show,1999,18.0,8.2,0,1,0,0
Tiny House Hunters,2014,0.0,6.1,0,1,0,0
Jeopardy! The Greatest of All Time,2020,7.0,8.6,0,1,0,0
Saved by the Bell: The College Years,1993,7.0,6.3,0,1,0,0
Law & Order True Crime,2017,16.0,7.4,0,1,0,0
Aoharu x Machinegun,2015,16.0,6.6,0,1,0,0
Miz & Mrs,2018,16.0,6.3,0,1,0,0
Your Worst Nightmare,2014,16.0,7.0,0,1,0,0
Outbreak Company,2013,16.0,7.0,0,1,0,0
Psychic Detective Yakumo,2010,16.0,6.7,0,1,0,0
Mythbusters Jr.,2019,7.0,6.8,0,1,0,0
The Real Housewives of Potomac,2016,16.0,4.3,0,1,0,0
The Hunt with John Walsh,2014,16.0,7.5,0,1,0,0
House Hunters Renovation,2012,0.0,6.4,0,1,0,0
"Neon Joe, Werewolf Hunter",2015,16.0,7.2,0,1,0,0
Sanjay and Craig,2013,7.0,4.4,0,1,0,0
I Love New York,2007,16.0,4.5,0,1,0,0
Nabari no Ou,2008,16.0,6.5,0,1,0,0
恋と選挙とチョコレート,2012,18.0,7.2,0,1,0,0
School of Rock,2016,0.0,4.3,0,1,0,0
The Loop,2006,16.0,7.4,0,1,0,0
WITS Academy,2015,0.0,5.7,0,1,0,0
Holly Hobbie,2018,7.0,6.4,0,1,0,0
I Am Cait,2015,16.0,3.5,0,1,0,0
Basketball Wives LA,2011,7.0,4.2,0,1,0,0
The New Detectives,1996,7.0,7.6,0,1,0,0
Property Virgins,2007,0.0,6.9,0,1,0,0
Negima!,2005,7.0,6.1,0,1,0,0
Match Game,1973,16.0,6.0,0,1,1,0
The Other Guy,2017,18.0,6.8,0,1,0,0
Make It Pop,2015,0.0,4.9,0,1,0,0
Next Great Baker,2010,16.0,5.9,0,1,0,0
A Little Late with Lilly Singh,2019,16.0,1.7,0,1,0,0
I Love Jenni,2011,7.0,8.1,0,1,0,0
Sex Sent Me to the ER,2013,18.0,5.4,0,1,1,0
Shark Week,1987,16.0,8.1,0,1,0,0
Tenchi Muyô! GXP,2002,7.0,7.1,0,1,0,0
Man Up!,2011,7.0,6.6,0,1,0,0
"Ready, Steady, Wiggle!",2013,0.0,8.4,0,1,0,0
"The $100,000 Pyramid",2016,16.0,6.2,0,1,0,0
Napoleon Dynamite,2012,7.0,6.4,0,1,0,0
Kaleido Star,2003,16.0,7.7,0,1,0,0
Soul Eater Not!,2014,16.0,5.7,0,1,0,0
Part of Me,2014,16.0,8.6,0,1,0,0
Samurai Harem,2009,18.0,5.9,0,1,0,0
Blade and Soul,2014,18.0,6.0,0,1,0,0
Late Night with Seth Meyers,2014,16.0,6.1,0,1,0,0
Paradise Run,2016,0.0,6.0,0,1,0,0
Rock of Love with Bret Michaels,2007,18.0,4.8,0,1,0,0
Alguien Te Mira,2010,7.0,7.4,0,1,0,0
The Millionaire Matchmaker,2008,7.0,4.6,0,1,0,0
Scorned: Love Kills,2012,16.0,6.8,0,1,1,0
Aquarion,2005,18.0,6.6,0,1,0,0
Children of the Snow,2019,16.0,7.3,0,1,0,0
Major Lazer,2015,18.0,7.5,0,1,0,0
The Adventures of Paddington Bear,1997,0.0,7.1,0,1,0,0
Miles from Tomorrowland,2015,0.0,6.7,0,1,0,0
The Killer Speaks,2013,16.0,7.4,0,1,0,0
Flavor of Love,2006,16.0,4.5,0,1,0,0
The Tower of Druaga: The Aegis of Uruk,2008,7.0,6.8,0,1,0,0
Fresh Off the Boat,2012,16.0,7.9,0,1,0,0
Basilisk,2005,18.0,4.6,0,1,0,0
Stars Align,2019,16.0,7.0,0,1,0,0
Bridezillas,2004,16.0,3.9,0,1,0,0
The Chew,2011,7.0,5.2,0,1,0,0
The History of Comedy,2017,18.0,7.8,0,1,0,0
Metástasis,2014,16.0,2.5,0,1,0,0
The Awesomes,2013,16.0,7.3,0,1,0,0
Cake Wars,2015,0.0,6.1,0,1,0,0
Sheriff Callie's Wild West,2013,0.0,6.4,0,1,0,1
Nutri Ventures – The Quest for the 7 Kingdoms,2013,0.0,7.3,0,1,0,0
The Riveras,2016,7.0,6.9,0,1,0,0
Beat Shazam,2017,16.0,6.1,0,1,0,0
Wicked Tuna: Outer Banks,2014,16.0,6.5,0,1,0,0
Fugget About It,2012,18.0,5.8,0,1,0,0
Property Brothers: Buying and Selling,2012,0.0,7.1,0,1,0,0
The High Fructose Adventures of Annoying Orange,2012,7.0,2.0,0,1,1,0
.hack,2002,7.0,6.9,0,1,0,0
Toopy and Binoo,2005,0.0,6.8,0,1,0,0
Guidance,2015,7.0,5.7,0,1,0,0
Max Steel,2000,7.0,6.2,0,1,0,0
"Demon Lord, Retry!",2019,16.0,6.6,0,1,0,0
Stacked,2005,7.0,6.0,0,1,0,0
Special A,2008,16.0,7.3,0,1,1,0
Beachfront Bargain Hunt,2013,0.0,6.7,0,1,0,0
60 Days In: Narcoland,2019,16.0,5.1,0,1,0,0
Uncle Grandpa,2013,7.0,4.2,0,1,0,0
David Copperfield,1966,0.0,7.3,0,1,1,0
Azur Lane,2019,16.0,5.7,0,1,0,0
The Kennedys,2015,7.0,7.2,0,1,0,0
Spartan: Ultimate Team Challenge,2016,7.0,5.7,0,1,0,0
VICE Investigates,2019,18.0,6.2,0,1,0,0
Swiss Family Robinson,1974,7.0,7.0,0,1,1,0
Four Weddings,2009,7.0,5.4,0,1,0,0
Extreme Homes,2012,0.0,7.0,0,1,0,0
What on Earth?,2015,7.0,5.8,0,1,0,0
The Real Housewives of Miami,2011,16.0,2.9,0,1,0,0
Hakumei and Mikochi,2018,16.0,7.3,0,1,0,0
Coppelion,2013,16.0,6.1,0,1,0,0
WWE Main Event,2012,7.0,6.5,0,1,0,0
Hello Kitty's Furry Tale Theater,1987,0.0,6.2,0,1,0,0
"I Couldn't Become a Hero, So I Reluctantly Decided to Get a Job.",2013,18.0,6.4,0,1,0,0
Veni Vidi Vici,2017,18.0,5.9,0,1,0,0
Dies Irae,2017,18.0,5.4,0,1,0,0
1990s: The Deadliest Decade,2018,16.0,7.9,0,1,0,0
Toddlers & Tiaras,2009,7.0,1.8,0,1,1,0
The Golden State Killer: It's Not Over,2018,16.0,6.9,0,1,0,0
"Golan, The Insatiable",2013,16.0,6.8,0,1,0,0
Mental Samurai,2019,7.0,6.1,0,1,0,0
The Furchester Hotel,2014,0.0,6.8,0,1,0,0
Garo: The Animation,2014,0.0,6.7,0,1,0,0
Mrs. Piggle-Wiggle,1994,0.0,6.7,0,1,0,0
Pinky Dinky Doo,2006,0.0,6.3,0,1,0,0
Sea Rescue,2012,0.0,8.8,0,1,1,0
Nightcap,2016,7.0,4.9,0,1,0,0
Henry Hugglemonster,2013,0.0,5.2,0,1,0,1
Love Thy Neighbor,2013,7.0,4.2,0,1,0,0
Mighty Magiswords,2015,7.0,4.9,0,1,0,0
Urara Meirocho,2017,16.0,7.3,0,1,0,0
"Ruff-Ruff, Tweet and Dave",2015,0.0,7.6,0,1,0,0
Inside the NFL,1977,7.0,6.9,0,1,0,0
Biography: The Trump Dynasty,2019,16.0,6.9,0,1,0,0
The Return,2013,16.0,7.3,0,1,0,0
Bajo el Mismo Cielo,2015,16.0,7.9,0,1,0,0
Chandra Levy: An American Murder Mystery,2017,16.0,6.3,0,1,0,0
NY-LON,2004,18.0,7.5,0,1,0,0
Infinite Dendrogram,2020,16.0,6.5,0,1,0,0
Sorcerous Stabber Orphen,2020,16.0,6.5,0,1,0,0
Breadwinners,2005,7.0,2.4,0,1,0,0
My Super Sweet 16,2005,7.0,1.8,0,1,0,0
To Catch a Smuggler,2012,7.0,6.8,0,1,0,0
Pamela Smart: An American Murder Mystery,2018,16.0,6.6,0,1,0,0
Get Ace,2014,0.0,8.3,0,1,0,0
Barefoot Contessa: Back to Basics,2002,0.0,7.4,0,1,0,0
The Case That Haunts Me,2018,16.0,7.5,0,1,0,0
Meet the Press,1947,0.0,5.5,0,1,0,0
Cruel Love,2010,7.0,6.6,0,1,0,0
Gigantor,1963,7.0,6.9,0,1,0,0
Charlie Rose,1991,0.0,7.5,0,1,0,0
Mickey's 90th Spectacular,2018,7.0,7.0,0,1,0,0
"Wiggle, Wiggle, Wiggle",2018,0.0,6.2,0,1,0,0
Wives with Knives,2012,16.0,6.6,0,1,0,0
Kendra on Top,2012,7.0,3.8,0,1,0,0
The Powerpuff Girls,2016,7.0,3.6,0,1,0,0
Home Free,2015,0.0,7.0,0,1,0,0
The Dating Guy,2009,18.0,3.4,0,1,0,0
Mix: Meisei Story,2019,7.0,7.3,0,1,0,0
Daisy of Love,2009,16.0,4.5,0,1,0,0
After School Dice Club,2019,16.0,6.5,0,1,0,0
The Young Turks,2005,16.0,5.5,0,1,1,0
A3! Season Spring & Summer,2020,16.0,5.6,0,1,0,0
The Interrogation Room,2018,16.0,7.7,0,1,0,0
Planet Sheen,2010,7.0,3.0,0,1,0,0
Good Morning America,1975,0.0,4.6,0,1,0,0
What Just Happened??! with Fred Savage,2019,16.0,4.2,0,1,0,0
Twisted Sisters,2018,16.0,6.4,0,1,0,0
Phenoms,2018,7.0,7.3,0,1,0,0
ClassicaLoid,2016,16.0,6.4,0,1,0,0
Runaways,2012,16.0,7.8,0,1,0,0
Cooks vs. Cons,2016,7.0,5.2,0,1,0,0
Smile at the Runway,2020,16.0,7.0,0,1,0,0
Gensomaden Saiyuki,2000,16.0,7.4,0,1,0,0
Black Market: Dispatches,2016,18.0,7.8,0,1,0,0
WTF Baron Davis,2019,18.0,7.5,0,1,0,0
Kourtney & Khloé Take the Hamptons,2014,16.0,3.6,0,1,0,0
Truth & Iliza,2017,7.0,5.3,0,1,0,0
Blood Runs Cold,2018,16.0,7.3,0,1,0,0
Place to Place,2012,7.0,6.6,0,1,0,0
To LOVEる -とらぶる- ダークネス2nd,2012,16.0,7.1,0,1,0,0
L.A. Hair,2012,16.0,6.2,0,1,0,0
My Knight and Me,2016,0.0,4.4,0,1,0,0
205 Live,2016,7.0,7.1,0,1,0,0
Steve Harvey's Funderdome,2017,7.0,7.0,0,1,0,0
Nightline,1980,7.0,5.6,0,1,0,0
Life of Kylie,2017,16.0,3.5,0,1,0,0
Mother Up!,2013,16.0,4.5,0,1,0,0
Eva La Trailera,2017,16.0,7.2,0,1,0,0
Jim Henson Presents Mother Goose Stories,1990,0.0,7.8,0,1,0,0
Man Finds Food,2015,7.0,7.4,0,1,0,0
Ancient Top 10,2016,16.0,7.7,0,1,0,0
The Great Christmas Light Fight,2013,0.0,6.3,0,1,0,0
Kids Say the Darndest Things,2019,7.0,3.1,0,1,0,0
Alien Encounters,2012,7.0,6.2,0,1,0,0
Close Up with The Hollywood Reporter,2015,16.0,6.9,0,1,0,0
Ellen's Greatest Night of Giveaways,2019,7.0,6.3,0,1,0,0
WWE Superstars,2009,7.0,5.8,0,1,0,0
Ranger Rob,2016,0.0,6.2,0,1,0,0
Psychic Investigators,2006,7.0,7.2,0,1,1,0
Zorro the Chronicles,2015,0.0,6.9,0,1,0,0
Finding Escobar's Millions,2017,16.0,3.9,0,1,0,0
Cultureshock,2018,16.0,6.5,0,1,0,0
Chloe's Closet,2010,0.0,6.7,0,1,1,0
Natalie Wood: An American Murder Mystery,2018,16.0,6.4,0,1,0,0
Rin-ne,2015,16.0,6.6,0,1,0,0
The Untold Story,2019,16.0,7.2,0,1,0,0
Woman,2016,18.0,7.2,0,1,0,0
The Wildlife Docs,2013,0.0,8.5,0,1,0,0
Dot.,2016,0.0,6.8,0,1,0,0
Terrific Trucks,2016,0.0,5.6,0,1,0,0
Bakers vs. Fakers,2016,0.0,6.5,0,1,0,0
LA Story,2014,16.0,6.4,0,1,0,0
Last Call with Carson Daly,2002,16.0,2.9,0,1,0,0
The View,1997,16.0,2.6,0,1,0,0
Tree Fu Tom,2012,0.0,5.2,0,1,0,0
This Week,1981,7.0,5.5,0,1,0,0
Hot Package,2012,18.0,6.6,0,1,0,0
RocketJump: The Show,2015,16.0,7.2,0,1,0,0
Bobby Flay's Barbecue Addiction,2011,7.0,6.4,0,1,0,0
Divided States,2018,16.0,6.0,0,1,0,0
Utawarerumono: The False Faces,2015,16.0,6.5,0,1,0,0
Cold Hearted,2018,16.0,6.8,0,1,0,0
THE REFLECTION,2017,18.0,5.9,0,1,0,0
Flophouse,2016,16.0,5.2,0,1,0,0
Joe and Jack,2012,0.0,4.9,0,1,0,0
America's Cutest,2009,7.0,7.2,0,1,0,0
"Underworld, Inc.",2015,7.0,2.1,0,1,0,0
Rudy Maxas World,2008,0.0,8.0,0,1,1,0
Doozers,2014,0.0,6.3,0,1,0,0
Supernoobs,2015,7.0,3.5,0,1,0,0
CNBC Titans,2010,0.0,8.2,0,1,0,0
How It Works,2007,0.0,8.0,0,1,0,0
AwesomenessTV,2013,7.0,2.4,0,1,0,0
WWE En Español,2012,7.0,8.1,0,1,0,0
Atelier Escha & Logy : Alchemists of the Dusk Sky,2014,16.0,5.9,0,1,0,0
Consumer 101,2018,0.0,4.0,0,1,0,0
Dish Nation,2011,7.0,4.2,0,1,0,0
The Crowned Goddess,2015,7.0,7.2,0,1,0,0
Night Guard,2015,18.0,7.7,0,1,0,0
Page Six TV,2017,7.0,4.6,0,1,0,0
NASA 360,2008,0.0,6.8,0,1,0,0
The Wire,2002,18.0,9.3,0,0,1,0
Band of Brothers,2001,18.0,9.4,0,0,1,0
The Sopranos,1999,18.0,9.2,0,0,1,0
House,2004,16.0,8.7,0,0,1,0
Mr. Robot,2015,18.0,8.5,0,0,1,0
Suits,2011,16.0,8.5,0,0,1,0
The Boys,2019,18.0,8.7,0,0,1,0
The Expanse,2015,16.0,8.5,0,0,1,0
Fleabag,2016,18.0,8.7,0,0,1,0
Rome,2005,18.0,8.7,0,0,1,0
Bosch,2014,18.0,8.4,0,0,1,0
The Marvelous Mrs. Maisel,2017,18.0,8.7,0,0,1,0
Hannibal,2013,18.0,8.5,0,0,1,0
Curb Your Enthusiasm,2000,18.0,8.7,0,0,1,0
Boardwalk Empire,2010,18.0,8.5,0,0,1,0
The Americans,2013,18.0,8.4,0,0,1,0
Luther,2010,16.0,8.5,0,0,1,0
Orphan Black,2013,18.0,8.3,0,0,1,0
Six Feet Under,2001,18.0,8.7,0,0,1,0
Chuck,2007,7.0,8.2,0,0,1,0
Psych,2006,7.0,8.3,0,0,1,0
Deadwood,2004,18.0,8.6,0,0,1,0
The Man in the High Castle,2015,18.0,8.0,0,0,1,0
Veep,2012,18.0,8.3,0,0,1,0
Banshee,2013,18.0,8.4,0,0,1,0
Oz,1997,18.0,8.7,0,0,1,0
Tom Clancy's Jack Ryan,2018,18.0,8.1,0,0,1,0
True Blood,2008,18.0,7.8,0,0,1,0
Good Omens,2019,7.0,8.1,0,0,1,0
Teen Wolf,2011,16.0,7.6,0,0,1,0
The Pacific,2010,18.0,8.3,0,0,1,0
Grimm,2011,16.0,7.8,0,0,1,0
The Fall,2013,18.0,8.2,0,0,1,0
The Night Manager,2016,16.0,8.1,0,0,1,0
The Grand Tour,2016,16.0,8.7,0,0,1,0
The Newsroom,2012,16.0,8.6,0,0,1,0
Counterpart,2017,18.0,8.1,0,0,1,0
Californication,2007,18.0,8.3,0,0,1,0
Homecoming,2018,16.0,7.5,0,0,1,0
Flight of the Conchords,2007,16.0,8.5,0,0,1,0
Entourage,2004,16.0,8.4,0,0,1,0
Sneaky Pete,2015,18.0,8.2,0,0,1,0
Downton Abbey,2010,16.0,8.7,0,0,1,0
Undone,2019,18.0,8.2,0,0,1,0
Generation Kill,2008,18.0,8.5,0,0,1,0
Humans,2015,16.0,8.0,0,0,1,0
Farscape,1999,16.0,8.2,0,0,1,0
Monk,2002,7.0,7.9,0,0,1,0
The Thick of It,2005,18.0,8.7,0,0,1,0
The Missing,2014,16.0,8.2,0,0,1,0
Carnival Row,2019,18.0,7.9,0,0,1,0
Eastbound & Down,2009,18.0,8.2,0,0,1,0
Father Ted,1995,16.0,8.6,0,0,1,0
The Mentalist,2008,16.0,8.1,0,0,1,0
Poldark,2015,16.0,8.3,0,0,1,0
Goliath,2016,16.0,8.2,0,0,1,0
Girls,2012,18.0,7.3,0,0,1,0
Catastrophe,2015,18.0,8.2,0,0,1,0
John Adams,2008,16.0,8.5,0,0,1,0
River,2015,7.0,8.0,0,0,1,0
Sex and the City,1998,18.0,7.1,0,0,1,0
The Lost Room,2006,7.0,8.2,0,0,1,0
Escape at Dannemora,2018,18.0,8.0,0,0,1,0
Tales from the Loop,2020,16.0,7.5,0,0,1,0
Modern Love,2019,18.0,8.0,0,0,1,0
Boss,2011,18.0,8.1,0,0,1,0
Mozart in the Jungle,2014,18.0,8.2,0,0,1,0
SpongeBob SquarePants,1999,7.0,8.1,0,0,1,0
Hanna,2019,16.0,7.5,0,0,1,0
The Durrells,2016,7.0,8.1,0,0,1,0
Gavin & Stacey,2007,16.0,8.1,0,0,1,0
Angels in America,2003,18.0,8.2,0,0,1,0
Defiance,2013,18.0,7.0,0,0,1,0
The Addams Family,1964,0.0,7.9,0,0,1,0
Patrick Melrose,2018,18.0,8.1,0,0,1,0
Treme,2010,18.0,8.2,0,0,1,0
Hunters,2020,18.0,7.2,0,0,1,0
Red Oaks,2014,18.0,7.9,0,0,1,0
The Family Man,2019,16.0,8.6,0,0,1,0
ZeroZeroZero,2020,18.0,8.2,0,0,1,0
The Tick,2016,18.0,7.4,0,0,1,0
Patriot,2015,18.0,8.3,0,0,1,0
The Planets,2019,0.0,9.1,0,0,1,0
Strike Back,2010,18.0,8.2,0,0,1,0
In Treatment,2008,18.0,8.3,0,0,1,0
Bored to Death,2009,18.0,7.9,0,0,1,0
Animal Kingdom,2016,18.0,8.2,0,0,1,0
Eureka,2006,7.0,7.9,0,0,1,0
Mr. Show with Bob and David,1995,18.0,8.3,0,0,1,0
Mildred Pierce,2011,18.0,7.7,0,0,1,0
MacGyver,1985,7.0,7.7,0,0,1,0
House of Lies,2012,18.0,7.4,0,0,1,0
Transparent,2014,18.0,7.8,0,0,1,0
Endeavour,2012,16.0,8.6,0,0,1,0
"Eerie, Indiana",1991,7.0,8.2,0,0,1,0
Fortitude,2015,18.0,7.4,0,0,1,0
BrainDead,2016,16.0,8.1,0,0,1,0
A Very English Scandal,2018,16.0,7.7,0,0,1,0
Victoria,2016,16.0,8.2,0,0,1,0
Philip K. Dick's Electric Dreams,2017,18.0,7.3,0,0,1,0
Big Love,2006,18.0,7.5,0,0,1,0
Carnivàle,2003,18.0,8.4,0,0,1,0
Harper's Island,2009,16.0,7.5,0,0,1,0
ALF,1986,0.0,7.4,0,0,1,0
Salvation,2017,16.0,7.0,0,0,1,0
The Tunnel,2013,18.0,7.8,0,0,1,0
"Magnum, P.I.",1980,7.0,7.5,0,0,1,0
Undercover,2011,7.0,8.9,0,0,1,0
Extant,2014,16.0,6.6,0,0,1,0
Flesh and Bone,2015,16.0,8.0,0,0,1,0
Hung,2009,18.0,7.1,0,0,1,0
